Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
09/2016,9/1/2016,10/1/2016,Google,"Google,Soficom","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox","Google,Soficom,Infoblox"
10/2016,10/1/2016,11/1/2016,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
11/2016,11/1/2016,12/1/2016,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
12/2016,12/1/2016,1/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
01/2017,1/1/2017,2/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
02/2017,2/1/2017,3/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
03/2017,3/1/2017,4/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
04/2017,4/1/2017,5/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
05/2017,5/1/2017,6/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
06/2017,6/1/2017,7/1/2017,Google,"Google,Infoblox","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com"
07/2017,7/1/2017,8/1/2017,Google,"Google,Infoblox","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com"
08/2017,8/1/2017,9/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
09/2017,9/1/2017,10/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
10/2017,10/1/2017,11/1/2017,Google,"Google,Infoblox","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com"
11/2017,11/1/2017,12/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
12/2017,12/1/2017,1/1/2018,Google,"Google,Infoblox","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions"
01/2018,1/1/2018,2/1/2018,Google,"Google,Infoblox","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud"
02/2018,2/1/2018,3/1/2018,Google,"Google,Infoblox","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud"
03/2018,3/1/2018,4/1/2018,Google,"Google,Infoblox","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk","Google,Infoblox,Zendesk"
04/2018,4/1/2018,5/1/2018,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
Quarter from 01/2016,1/1/2016,4/1/2016,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google
Quarter from 04/2016,4/1/2016,7/1/2016,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google
Quarter from 07/2016,7/1/2016,10/1/2016,Google,"Google,Infoblox","Google,Infoblox,NIO","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom","Google,Infoblox,NIO,Soficom"
Quarter from 10/2016,10/1/2016,1/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
Quarter from 01/2017,1/1/2017,4/1/2017,Google,"Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox","Google,Infoblox"
Quarter from 04/2017,4/1/2017,7/1/2017,Google,"Google,Infoblox","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com"
Quarter from 07/2017,7/1/2017,10/1/2017,Google,"Google,Infoblox","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com","Google,Infoblox,Name.com"
Quarter from 10/2017,10/1/2017,1/1/2018,Google,"Google,Infoblox","Google,Infoblox,Adblock Publisher Solutions","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com","Google,Infoblox,Adblock Publisher Solutions,Name.com"
Quarter from 01/2018,1/1/2018,4/1/2018,Google,"Google,Infoblox","Google,Infoblox,SoundCloud","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk","Google,Infoblox,SoundCloud,Zendesk"
