Release,Date from,Date to,Top 1 contributors contributions as percent of all,Top 2 contributors contributions as percent of all,Top 3 contributors contributions as percent of all,Top 4 contributors contributions as percent of all,Top 5 contributors contributions as percent of all,Top 10 contributors contributions as percent of all,Top 15 contributors contributions as percent of all,Top 20 contributors contributions as percent of all,Top 25 contributors contributions as percent of all,Top 30 contributors contributions as percent of all,Top 50 contributors contributions as percent of all,Top 100 contributors contributions as percent of all,Top 200 contributors contributions as percent of all,Top 500 contributors contributions as percent of all,Top 1000 contributors contributions as percent of all
02/2016,2/1/2016,3/1/2016,29.1%,48.9%,64.3%,74.9%,79.3%,94.7%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2016,3/1/2016,4/1/2016,19.2%,36.5%,49.1%,61.3%,70.4%,95.0%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2016,4/1/2016,5/1/2016,25.4%,44.7%,56.6%,66.2%,72.8%,96.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2016,5/1/2016,6/1/2016,30.9%,59.2%,73.8%,83.7%,92.7%,98.3%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2016,6/1/2016,7/1/2016,26.6%,49.6%,64.5%,73.4%,80.1%,93.6%,98.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2016,7/1/2016,8/1/2016,23.1%,43.0%,57.5%,65.2%,72.4%,91.4%,98.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2016,8/1/2016,9/1/2016,36.4%,57.8%,73.4%,82.0%,86.9%,97.2%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2016,9/1/2016,10/1/2016,28.5%,49.1%,66.9%,79.0%,86.1%,97.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2016,10/1/2016,11/1/2016,21.5%,38.4%,54.2%,68.4%,81.5%,96.3%,99.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2016,11/1/2016,12/1/2016,28.1%,46.6%,61.0%,72.5%,78.6%,93.0%,97.4%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2016,12/1/2016,1/1/2017,29.8%,52.7%,61.0%,68.3%,74.9%,92.4%,97.8%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2017,1/1/2017,2/1/2017,27.0%,48.2%,67.0%,75.2%,83.3%,95.4%,98.6%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2017,2/1/2017,3/1/2017,30.6%,54.3%,67.6%,74.4%,79.0%,90.0%,95.9%,98.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2017,3/1/2017,4/1/2017,32.1%,52.6%,67.1%,74.4%,81.5%,92.9%,97.4%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2017,4/1/2017,5/1/2017,51.7%,72.9%,80.7%,86.0%,90.3%,97.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2017,5/1/2017,6/1/2017,49.0%,66.7%,79.4%,84.8%,88.5%,95.9%,98.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2017,6/1/2017,7/1/2017,48.9%,70.0%,79.5%,83.7%,86.3%,94.7%,97.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2017,7/1/2017,8/1/2017,41.5%,56.6%,70.8%,76.4%,80.2%,93.4%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2017,8/1/2017,9/1/2017,57.2%,68.0%,77.7%,82.9%,87.4%,95.5%,98.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2017,9/1/2017,10/1/2017,36.6%,71.6%,76.4%,80.4%,83.5%,95.7%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2017,10/1/2017,11/1/2017,52.6%,67.9%,72.2%,76.6%,80.9%,91.9%,97.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2017,11/1/2017,12/1/2017,61.4%,73.8%,80.2%,84.7%,87.1%,94.6%,98.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2017,12/1/2017,1/1/2018,60.2%,79.7%,85.9%,89.5%,91.4%,96.9%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2018,1/1/2018,2/1/2018,52.4%,60.8%,68.9%,76.4%,80.2%,92.0%,95.8%,98.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2018,2/1/2018,3/1/2018,45.8%,57.5%,64.5%,70.1%,74.3%,87.9%,93.9%,96.7%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2018,3/1/2018,4/1/2018,22.3%,41.3%,58.3%,73.7%,79.4%,89.5%,95.5%,98.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2018,4/1/2018,5/1/2018,41.4%,65.5%,75.9%,81.9%,85.3%,95.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2014,1/1/2014,4/1/2014,51.9%,91.0%,94.2%,96.6%,98.6%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2014,4/1/2014,7/1/2014,51.6%,75.5%,80.8%,85.7%,88.5%,96.3%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2014,7/1/2014,10/1/2014,35.0%,58.3%,76.8%,85.8%,89.6%,97.7%,99.1%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2014,10/1/2014,1/1/2015,27.0%,46.4%,62.4%,75.1%,80.7%,95.7%,98.5%,99.3%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2015,1/1/2015,4/1/2015,29.5%,43.5%,55.4%,66.3%,77.1%,96.3%,98.7%,99.5%,99.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2015,4/1/2015,7/1/2015,38.7%,55.7%,70.5%,79.3%,87.8%,98.6%,99.4%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2015,7/1/2015,10/1/2015,19.5%,36.3%,52.7%,66.9%,74.6%,97.1%,99.0%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2015,10/1/2015,1/1/2016,22.0%,40.9%,57.9%,73.3%,86.5%,97.4%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2016,1/1/2016,4/1/2016,24.1%,42.5%,56.0%,68.3%,76.5%,92.5%,97.1%,99.0%,99.6%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2016,4/1/2016,7/1/2016,26.2%,46.8%,65.0%,74.4%,78.1%,92.2%,97.6%,99.1%,99.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2016,7/1/2016,10/1/2016,30.2%,47.6%,62.4%,74.2%,80.6%,94.8%,97.7%,98.9%,99.6%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2016,10/1/2016,1/1/2017,24.2%,44.9%,57.6%,68.3%,76.6%,90.7%,96.1%,98.3%,99.1%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2017,1/1/2017,4/1/2017,28.1%,48.9%,67.2%,73.4%,79.5%,91.7%,95.2%,97.3%,98.6%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2017,4/1/2017,7/1/2017,40.0%,64.2%,77.0%,82.8%,85.8%,93.6%,96.4%,98.0%,99.1%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2017,7/1/2017,10/1/2017,44.2%,68.0%,74.3%,78.3%,81.7%,92.7%,95.7%,97.4%,98.5%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2017,10/1/2017,1/1/2018,58.2%,70.8%,76.5%,81.6%,84.7%,92.4%,96.3%,98.1%,99.0%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2018,1/1/2018,4/1/2018,22.6%,39.1%,51.1%,61.5%,70.9%,86.0%,90.6%,93.6%,95.7%,97.2%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2018,4/1/2018,7/1/2018,41.4%,65.5%,75.9%,81.9%,85.3%,95.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
