Release,Date from,Date to,Top 1 companies commits as percent of all,Top 2 companies commits as percent of all,Top 3 companies commits as percent of all,Top 4 companies commits as percent of all,Top 5 companies commits as percent of all,Top 10 companies commits as percent of all,Top 15 companies commits as percent of all,Top 20 companies commits as percent of all,Top 25 companies commits as percent of all,Top 30 companies commits as percent of all,Top 50 companies commits as percent of all,Top 100 companies commits as percent of all,Top 200 companies commits as percent of all,Top 500 companies commits as percent of all,Top 1000 companies commits as percent of all
09/2014,9/1/2014,10/1/2014,52.5%,73.0%,82.3%,84.9%,86.8%,92.1%,93.5%,93.9%,94.0%,94.0%,94.0%,94.0%,94.0%,94.0%,94.0%
10/2014,10/1/2014,11/1/2014,55.8%,75.2%,84.3%,87.6%,89.6%,93.8%,95.6%,96.4%,96.6%,96.7%,96.7%,96.7%,96.7%,96.7%,96.7%
11/2014,11/1/2014,12/1/2014,53.7%,72.9%,78.8%,83.5%,86.2%,90.9%,93.0%,93.9%,94.4%,94.7%,94.9%,94.9%,94.9%,94.9%,94.9%
12/2014,12/1/2014,1/1/2015,43.2%,60.7%,67.9%,72.6%,74.6%,81.4%,85.3%,86.9%,87.9%,88.5%,89.4%,89.4%,89.4%,89.4%,89.4%
01/2015,1/1/2015,2/1/2015,40.2%,67.5%,77.0%,85.1%,91.2%,96.5%,97.6%,97.8%,97.8%,97.8%,97.8%,97.8%,97.8%,97.8%,97.8%
02/2015,2/1/2015,3/1/2015,45.2%,71.2%,77.5%,83.3%,88.9%,97.1%,98.7%,98.8%,98.8%,98.8%,98.8%,98.8%,98.8%,98.8%,98.8%
03/2015,3/1/2015,4/1/2015,60.1%,72.9%,80.7%,88.2%,94.9%,98.0%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%
04/2015,4/1/2015,5/1/2015,60.1%,70.6%,77.6%,83.3%,88.3%,96.3%,98.5%,98.5%,98.5%,98.5%,98.5%,98.5%,98.5%,98.5%,98.5%
05/2015,5/1/2015,6/1/2015,55.4%,74.5%,84.5%,89.7%,93.2%,97.7%,99.2%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%
06/2015,6/1/2015,7/1/2015,54.5%,74.9%,81.4%,85.0%,88.3%,97.6%,99.6%,99.7%,99.7%,99.7%,99.7%,99.7%,99.7%,99.7%,99.7%
07/2015,7/1/2015,8/1/2015,61.1%,77.8%,86.2%,89.4%,92.6%,98.7%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%,99.8%
08/2015,8/1/2015,9/1/2015,60.2%,72.0%,75.6%,79.2%,82.3%,94.2%,97.9%,98.3%,98.3%,98.3%,98.3%,98.3%,98.3%,98.3%,98.3%
09/2015,9/1/2015,10/1/2015,50.9%,70.8%,77.4%,82.3%,86.3%,96.7%,98.5%,98.7%,98.7%,98.7%,98.7%,98.7%,98.7%,98.7%,98.7%
10/2015,10/1/2015,11/1/2015,49.5%,61.7%,66.9%,71.1%,75.3%,93.7%,98.4%,99.0%,99.0%,99.0%,99.0%,99.0%,99.0%,99.0%,99.0%
11/2015,11/1/2015,12/1/2015,41.9%,54.6%,63.3%,71.2%,78.0%,96.6%,98.9%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%,99.4%
12/2015,12/1/2015,1/1/2016,45.9%,57.8%,66.6%,74.1%,80.0%,93.2%,97.1%,98.1%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%
01/2016,1/1/2016,2/1/2016,39.0%,53.9%,62.4%,69.0%,73.5%,88.3%,95.4%,97.1%,97.3%,97.3%,97.3%,97.3%,97.3%,97.3%,97.3%
02/2016,2/1/2016,3/1/2016,38.3%,51.1%,60.4%,65.3%,69.6%,84.8%,92.3%,95.3%,95.6%,95.6%,95.6%,95.6%,95.6%,95.6%,95.6%
03/2016,3/1/2016,4/1/2016,41.3%,50.7%,58.3%,65.0%,70.1%,85.4%,91.3%,94.3%,95.3%,95.6%,95.6%,95.6%,95.6%,95.6%,95.6%
04/2016,4/1/2016,5/1/2016,33.7%,45.5%,56.0%,63.2%,69.8%,87.9%,93.8%,96.2%,96.9%,97.2%,97.2%,97.2%,97.2%,97.2%,97.2%
05/2016,5/1/2016,6/1/2016,40.0%,50.6%,60.0%,67.4%,73.8%,87.2%,93.5%,96.2%,97.3%,97.6%,97.6%,97.6%,97.6%,97.6%,97.6%
06/2016,6/1/2016,7/1/2016,46.5%,54.6%,61.8%,67.3%,72.5%,86.5%,92.1%,94.8%,96.1%,96.6%,96.7%,96.7%,96.7%,96.7%,96.7%
07/2016,7/1/2016,8/1/2016,38.1%,44.4%,50.6%,56.4%,61.5%,80.1%,88.4%,93.2%,94.9%,95.6%,96.0%,96.0%,96.0%,96.0%,96.0%
08/2016,8/1/2016,9/1/2016,36.6%,52.5%,61.1%,67.0%,71.6%,85.1%,90.7%,94.1%,96.0%,96.8%,97.1%,97.1%,97.1%,97.1%,97.1%
09/2016,9/1/2016,10/1/2016,37.6%,47.0%,53.3%,59.1%,63.3%,78.6%,86.8%,90.8%,92.5%,93.4%,94.0%,94.0%,94.0%,94.0%,94.0%
10/2016,10/1/2016,11/1/2016,35.2%,43.7%,49.9%,55.7%,60.9%,76.9%,83.0%,86.5%,88.8%,90.0%,90.6%,90.6%,90.6%,90.6%,90.6%
11/2016,11/1/2016,12/1/2016,35.4%,44.8%,52.4%,58.0%,63.0%,78.3%,84.5%,88.8%,91.8%,93.6%,94.4%,94.4%,94.4%,94.4%,94.4%
12/2016,12/1/2016,1/1/2017,32.3%,42.6%,52.5%,59.3%,65.1%,79.1%,86.3%,90.3%,93.0%,94.4%,95.2%,95.2%,95.2%,95.2%,95.2%
01/2017,1/1/2017,2/1/2017,35.4%,45.3%,53.6%,60.0%,64.1%,77.4%,85.2%,89.6%,92.0%,93.4%,94.3%,94.3%,94.3%,94.3%,94.3%
02/2017,2/1/2017,3/1/2017,30.8%,38.6%,46.1%,51.5%,56.1%,72.4%,80.0%,85.0%,88.1%,90.3%,93.7%,93.8%,93.8%,93.8%,93.8%
03/2017,3/1/2017,4/1/2017,35.7%,46.1%,52.9%,57.2%,60.8%,72.6%,79.9%,84.4%,87.6%,89.5%,92.4%,92.6%,92.6%,92.6%,92.6%
04/2017,4/1/2017,5/1/2017,28.0%,36.6%,43.9%,49.6%,55.2%,70.4%,76.8%,81.8%,85.5%,87.6%,90.3%,90.3%,90.3%,90.3%,90.3%
05/2017,5/1/2017,6/1/2017,32.7%,41.5%,48.1%,53.1%,57.4%,71.6%,79.3%,84.0%,87.5%,90.2%,93.5%,93.6%,93.6%,93.6%,93.6%
06/2017,6/1/2017,7/1/2017,34.6%,44.3%,51.3%,56.5%,60.3%,73.7%,81.4%,85.4%,88.3%,90.4%,93.9%,94.1%,94.1%,94.1%,94.1%
07/2017,7/1/2017,8/1/2017,30.9%,38.9%,46.2%,52.9%,57.2%,70.1%,76.4%,81.1%,84.7%,87.6%,92.0%,92.2%,92.2%,92.2%,92.2%
08/2017,8/1/2017,9/1/2017,35.1%,42.4%,49.1%,53.2%,57.2%,68.3%,74.2%,78.2%,81.9%,84.6%,88.5%,88.9%,88.9%,88.9%,88.9%
09/2017,9/1/2017,10/1/2017,33.7%,42.5%,49.5%,55.5%,58.8%,68.6%,75.8%,80.2%,83.6%,86.2%,89.2%,89.5%,89.5%,89.5%,89.5%
10/2017,10/1/2017,11/1/2017,23.4%,30.9%,38.3%,45.5%,49.1%,60.6%,68.2%,73.1%,77.2%,79.8%,84.0%,84.6%,84.6%,84.6%,84.6%
11/2017,11/1/2017,12/1/2017,23.8%,35.8%,43.3%,48.6%,53.0%,65.4%,73.0%,78.1%,82.1%,85.2%,90.4%,91.0%,91.0%,91.0%,91.0%
12/2017,12/1/2017,1/1/2018,21.4%,30.0%,37.6%,44.8%,49.2%,63.7%,72.1%,77.7%,81.6%,84.6%,88.9%,90.1%,90.1%,90.1%,90.1%
01/2018,1/1/2018,2/1/2018,21.6%,34.8%,40.5%,45.7%,50.5%,63.3%,71.1%,77.3%,81.7%,84.3%,88.0%,88.7%,88.7%,88.7%,88.7%
02/2018,2/1/2018,3/1/2018,23.7%,34.6%,42.9%,47.9%,51.7%,65.5%,73.3%,78.6%,82.3%,84.7%,88.4%,89.0%,89.0%,89.0%,89.0%
03/2018,3/1/2018,4/1/2018,17.6%,35.2%,43.2%,49.2%,54.1%,67.3%,73.9%,78.1%,80.8%,83.0%,87.2%,88.4%,88.4%,88.4%,88.4%
04/2018,4/1/2018,5/1/2018,20.0%,34.2%,41.0%,46.7%,52.2%,65.6%,72.1%,76.1%,79.1%,81.6%,86.3%,86.9%,86.9%,86.9%,86.9%
Quarter from 01/2014,1/1/2014,4/1/2014,51.2%,78.0%,85.0%,89.3%,92.3%,97.0%,97.7%,97.7%,97.7%,97.7%,97.7%,97.7%,97.7%,97.7%,97.7%
Quarter from 04/2014,4/1/2014,7/1/2014,43.5%,70.0%,83.9%,87.3%,90.6%,94.8%,96.2%,96.5%,96.8%,96.8%,96.8%,96.8%,96.8%,96.8%,96.8%
Quarter from 07/2014,7/1/2014,10/1/2014,53.0%,75.5%,83.4%,87.2%,88.3%,91.7%,93.4%,94.4%,94.8%,95.1%,95.5%,95.5%,95.5%,95.5%,95.5%
Quarter from 10/2014,10/1/2014,1/1/2015,50.4%,69.0%,76.1%,80.7%,82.2%,86.9%,89.1%,90.6%,91.5%,92.1%,93.0%,93.4%,93.4%,93.4%,93.4%
Quarter from 01/2015,1/1/2015,4/1/2015,49.6%,70.8%,78.3%,85.3%,92.0%,97.0%,98.0%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%,98.2%
Quarter from 04/2015,4/1/2015,7/1/2015,56.5%,73.4%,80.9%,85.5%,89.4%,95.5%,99.0%,99.2%,99.2%,99.2%,99.2%,99.2%,99.2%,99.2%,99.2%
Quarter from 07/2015,7/1/2015,10/1/2015,57.6%,70.7%,77.0%,81.1%,84.5%,95.2%,98.2%,98.8%,98.9%,99.0%,99.0%,99.0%,99.0%,99.0%,99.0%
Quarter from 10/2015,10/1/2015,1/1/2016,46.3%,55.5%,64.5%,70.7%,76.7%,92.8%,97.2%,98.3%,98.8%,98.8%,98.8%,98.8%,98.8%,98.8%,98.8%
Quarter from 01/2016,1/1/2016,4/1/2016,39.7%,51.7%,58.7%,64.2%,69.5%,84.1%,91.4%,94.7%,95.7%,96.0%,96.1%,96.1%,96.1%,96.1%,96.1%
Quarter from 04/2016,4/1/2016,7/1/2016,39.7%,48.6%,56.4%,63.6%,70.1%,84.7%,90.7%,95.0%,96.4%,96.8%,97.2%,97.2%,97.2%,97.2%,97.2%
Quarter from 07/2016,7/1/2016,10/1/2016,37.4%,47.1%,54.3%,60.3%,64.8%,80.9%,87.4%,91.6%,93.8%,94.7%,95.6%,95.6%,95.6%,95.6%,95.6%
Quarter from 10/2016,10/1/2016,1/1/2017,34.3%,42.8%,50.7%,57.4%,62.5%,77.0%,83.6%,87.6%,90.2%,91.7%,93.4%,93.4%,93.4%,93.4%,93.4%
Quarter from 01/2017,1/1/2017,4/1/2017,34.1%,42.3%,48.8%,54.8%,59.4%,73.6%,80.5%,84.5%,87.6%,90.2%,93.3%,93.5%,93.5%,93.5%,93.5%
Quarter from 04/2017,4/1/2017,7/1/2017,31.7%,40.2%,47.7%,53.0%,56.5%,70.9%,78.2%,82.5%,85.9%,88.4%,92.3%,92.6%,92.6%,92.6%,92.6%
Quarter from 07/2017,7/1/2017,10/1/2017,33.4%,41.2%,48.0%,53.0%,57.2%,68.2%,74.5%,78.9%,82.0%,84.4%,89.3%,90.1%,90.1%,90.1%,90.1%
Quarter from 10/2017,10/1/2017,1/1/2018,23.0%,32.3%,39.6%,45.3%,48.8%,60.6%,68.8%,74.5%,78.4%,81.2%,87.2%,88.5%,88.5%,88.5%,88.5%
Quarter from 01/2018,1/1/2018,4/1/2018,20.8%,34.9%,41.2%,46.3%,51.1%,64.9%,72.1%,76.8%,80.3%,82.5%,87.0%,88.7%,88.7%,88.7%,88.7%
Quarter from 04/2018,4/1/2018,7/1/2018,20.0%,34.2%,41.0%,46.7%,52.2%,65.6%,72.1%,76.1%,79.1%,81.6%,86.3%,86.9%,86.9%,86.9%,86.9%
