Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
09/2015,9/1/2015,10/1/2015,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode","Red Hat,Kinvolk,Endocode"
10/2015,10/1/2015,11/1/2015,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
11/2015,11/1/2015,12/1/2015,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global","Kinvolk,Red Hat,Aperian Global"
12/2015,12/1/2015,1/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
01/2016,1/1/2016,2/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
02/2016,2/1/2016,3/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
03/2016,3/1/2016,4/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
04/2016,4/1/2016,5/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
05/2016,5/1/2016,6/1/2016,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk"
06/2016,6/1/2016,7/1/2016,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk"
07/2016,7/1/2016,8/1/2016,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
08/2016,8/1/2016,9/1/2016,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk"
09/2016,9/1/2016,10/1/2016,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk"
10/2016,10/1/2016,11/1/2016,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
11/2016,11/1/2016,12/1/2016,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
12/2016,12/1/2016,1/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
01/2017,1/1/2017,2/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
02/2017,2/1/2017,3/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
03/2017,3/1/2017,4/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
04/2017,4/1/2017,5/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
05/2017,5/1/2017,6/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
06/2017,6/1/2017,7/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
07/2017,7/1/2017,8/1/2017,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
08/2017,8/1/2017,9/1/2017,Red Hat,"Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk","Red Hat,Kinvolk"
09/2017,9/1/2017,10/1/2017,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
10/2017,10/1/2017,11/1/2017,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
11/2017,11/1/2017,12/1/2017,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk,Kinvolk
12/2017,12/1/2017,1/1/2018,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
01/2018,1/1/2018,2/1/2018,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
02/2018,2/1/2018,3/1/2018,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
03/2018,3/1/2018,4/1/2018,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
04/2018,4/1/2018,5/1/2018,Kinvolk,"Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat","Kinvolk,Red Hat"
