Release,Date from,Date to,Top 1 contributors contributions as percent of all,Top 2 contributors contributions as percent of all,Top 3 contributors contributions as percent of all,Top 4 contributors contributions as percent of all,Top 5 contributors contributions as percent of all,Top 10 contributors contributions as percent of all,Top 15 contributors contributions as percent of all,Top 20 contributors contributions as percent of all,Top 25 contributors contributions as percent of all,Top 30 contributors contributions as percent of all,Top 50 contributors contributions as percent of all,Top 100 contributors contributions as percent of all,Top 200 contributors contributions as percent of all,Top 500 contributors contributions as percent of all,Top 1000 contributors contributions as percent of all
09/2016,9/1/2016,10/1/2016,45.0%,62.6%,71.0%,78.2%,83.6%,93.7%,97.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2016,10/1/2016,11/1/2016,26.8%,47.4%,65.8%,76.3%,84.7%,95.8%,98.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2016,11/1/2016,12/1/2016,38.2%,51.8%,62.8%,72.8%,79.6%,94.8%,97.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2016,12/1/2016,1/1/2017,36.8%,53.8%,65.1%,73.6%,81.1%,93.4%,98.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2017,1/1/2017,2/1/2017,20.7%,35.1%,48.6%,56.8%,64.0%,83.8%,91.0%,95.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2017,2/1/2017,3/1/2017,57.3%,73.5%,77.8%,82.1%,84.6%,93.2%,97.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2017,3/1/2017,4/1/2017,28.0%,44.1%,58.5%,70.3%,75.4%,86.4%,94.9%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2017,4/1/2017,5/1/2017,33.3%,52.0%,61.3%,68.7%,73.3%,86.7%,93.3%,98.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2017,5/1/2017,6/1/2017,36.6%,52.3%,64.7%,70.6%,76.5%,86.3%,92.8%,96.1%,99.3%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2017,6/1/2017,7/1/2017,15.4%,29.7%,40.7%,49.5%,57.1%,74.7%,83.5%,89.0%,94.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2017,7/1/2017,8/1/2017,34.7%,56.0%,65.3%,72.0%,74.7%,88.0%,94.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2017,8/1/2017,9/1/2017,40.0%,49.3%,54.7%,60.0%,65.3%,81.3%,88.0%,94.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2017,9/1/2017,10/1/2017,15.6%,31.1%,43.4%,51.6%,59.0%,81.1%,91.0%,95.1%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2017,10/1/2017,11/1/2017,17.5%,33.0%,45.4%,52.6%,57.7%,74.2%,84.5%,89.7%,94.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2017,11/1/2017,12/1/2017,27.3%,42.9%,57.1%,62.7%,67.7%,80.1%,87.6%,91.3%,94.4%,97.5%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2017,12/1/2017,1/1/2018,60.3%,68.6%,74.4%,80.2%,85.1%,94.2%,98.3%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2018,1/1/2018,2/1/2018,23.3%,37.3%,50.0%,58.7%,65.3%,81.3%,88.0%,93.3%,96.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2018,2/1/2018,3/1/2018,28.1%,38.5%,48.1%,57.1%,64.1%,82.3%,87.4%,91.8%,94.4%,96.5%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2018,3/1/2018,4/1/2018,14.9%,27.4%,37.7%,46.6%,53.7%,77.2%,85.8%,90.4%,93.2%,95.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2018,4/1/2018,5/1/2018,18.2%,35.1%,43.5%,51.9%,59.1%,83.8%,92.9%,96.1%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2015,10/1/2015,1/1/2016,63.4%,92.4%,99.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2016,1/1/2016,4/1/2016,44.2%,60.6%,70.6%,80.6%,88.1%,97.9%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2016,4/1/2016,7/1/2016,43.0%,63.0%,73.9%,78.7%,82.2%,94.8%,97.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2016,7/1/2016,10/1/2016,46.2%,65.8%,73.1%,80.1%,83.4%,93.6%,96.5%,98.2%,99.1%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2016,10/1/2016,1/1/2017,33.5%,47.8%,58.7%,66.7%,72.5%,88.9%,93.4%,95.5%,96.9%,97.9%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2017,1/1/2017,4/1/2017,35.5%,50.3%,59.0%,65.9%,72.5%,84.1%,87.9%,90.8%,93.6%,95.4%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2017,4/1/2017,7/1/2017,28.9%,45.7%,54.1%,59.6%,64.2%,79.9%,86.0%,90.1%,92.6%,94.4%,99.5%,100.0%,100.0%,100.0%,100.0%
Quarter from 07/2017,7/1/2017,10/1/2017,27.6%,37.1%,44.1%,50.0%,55.1%,72.1%,80.5%,85.3%,89.0%,91.2%,98.5%,100.0%,100.0%,100.0%,100.0%
Quarter from 10/2017,10/1/2017,1/1/2018,21.9%,36.9%,49.3%,58.3%,63.6%,77.8%,82.8%,86.8%,89.4%,92.1%,97.9%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2018,1/1/2018,4/1/2018,15.1%,27.9%,38.2%,47.3%,55.7%,76.7%,81.9%,85.0%,87.3%,88.8%,94.6%,100.0%,100.0%,100.0%,100.0%
