Release,Date from,Date to,Top 1 companies contributions as percent of all,Top 2 companies contributions as percent of all,Top 3 companies contributions as percent of all,Top 4 companies contributions as percent of all,Top 5 companies contributions as percent of all,Top 10 companies contributions as percent of all,Top 15 companies contributions as percent of all,Top 20 companies contributions as percent of all,Top 25 companies contributions as percent of all,Top 30 companies contributions as percent of all,Top 50 companies contributions as percent of all,Top 100 companies contributions as percent of all,Top 200 companies contributions as percent of all,Top 500 companies contributions as percent of all,Top 1000 companies contributions as percent of all
02/2017,2/1/2017,3/1/2017,42.1%,43.9%,45.1%,46.3%,47.6%,51.2%,54.3%,56.1%,56.1%,56.1%,56.1%,56.1%,56.1%,56.1%,56.1%
03/2017,3/1/2017,4/1/2017,35.8%,46.3%,49.1%,51.4%,53.2%,58.3%,60.6%,61.9%,61.9%,61.9%,61.9%,61.9%,61.9%,61.9%,61.9%
04/2017,4/1/2017,5/1/2017,25.1%,31.2%,34.1%,36.0%,37.0%,39.2%,40.8%,42.4%,42.8%,42.8%,42.8%,42.8%,42.8%,42.8%,42.8%
05/2017,5/1/2017,6/1/2017,62.5%,63.2%,63.9%,64.5%,64.9%,66.2%,66.2%,66.2%,66.2%,66.2%,66.2%,66.2%,66.2%,66.2%,66.2%
06/2017,6/1/2017,7/1/2017,56.8%,58.9%,60.4%,61.4%,62.5%,64.6%,64.9%,64.9%,64.9%,64.9%,64.9%,64.9%,64.9%,64.9%,64.9%
07/2017,7/1/2017,8/1/2017,32.9%,44.1%,45.7%,46.4%,46.7%,48.4%,49.0%,49.0%,49.0%,49.0%,49.0%,49.0%,49.0%,49.0%,49.0%
08/2017,8/1/2017,9/1/2017,44.5%,49.4%,52.6%,53.0%,53.5%,54.6%,55.7%,55.9%,55.9%,55.9%,55.9%,55.9%,55.9%,55.9%,55.9%
09/2017,9/1/2017,10/1/2017,66.1%,68.6%,70.4%,71.5%,72.2%,74.6%,75.6%,75.6%,75.6%,75.6%,75.6%,75.6%,75.6%,75.6%,75.6%
10/2017,10/1/2017,11/1/2017,35.9%,49.1%,53.2%,56.5%,58.8%,62.4%,63.8%,64.5%,65.1%,65.8%,66.2%,66.2%,66.2%,66.2%,66.2%
11/2017,11/1/2017,12/1/2017,64.2%,70.6%,74.2%,76.1%,76.9%,79.2%,80.5%,81.5%,82.5%,83.1%,85.1%,85.1%,85.1%,85.1%,85.1%
12/2017,12/1/2017,1/1/2018,45.2%,60.0%,62.6%,64.8%,66.2%,68.6%,69.9%,70.6%,71.1%,71.1%,71.1%,71.1%,71.1%,71.1%,71.1%
01/2018,1/1/2018,2/1/2018,57.0%,64.1%,67.6%,68.4%,69.0%,70.8%,71.9%,72.4%,72.9%,73.1%,73.1%,73.1%,73.1%,73.1%,73.1%
02/2018,2/1/2018,3/1/2018,56.6%,60.4%,62.8%,64.3%,65.9%,67.5%,68.1%,68.7%,69.0%,69.0%,69.0%,69.0%,69.0%,69.0%,69.0%
03/2018,3/1/2018,4/1/2018,63.1%,67.7%,68.4%,68.6%,68.9%,69.5%,69.8%,70.0%,70.3%,70.4%,70.4%,70.4%,70.4%,70.4%,70.4%
04/2018,4/1/2018,5/1/2018,64.7%,66.0%,66.7%,67.1%,67.5%,68.4%,68.4%,68.4%,68.4%,68.4%,68.4%,68.4%,68.4%,68.4%,68.4%
Quarter from 10/2015,10/1/2015,1/1/2016,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 01/2016,1/1/2016,4/1/2016,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Quarter from 04/2016,4/1/2016,7/1/2016,70.2%,91.5%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%,97.9%
Quarter from 07/2016,7/1/2016,10/1/2016,23.8%,37.5%,47.9%,50.2%,50.5%,51.6%,52.0%,52.0%,52.0%,52.0%,52.0%,52.0%,52.0%,52.0%,52.0%
Quarter from 10/2016,10/1/2016,1/1/2017,19.2%,22.5%,25.2%,26.6%,27.9%,32.5%,34.1%,34.7%,34.7%,34.7%,34.7%,34.7%,34.7%,34.7%,34.7%
Quarter from 01/2017,1/1/2017,4/1/2017,36.8%,42.0%,44.6%,46.4%,48.0%,52.2%,53.8%,54.9%,56.0%,57.1%,57.4%,57.4%,57.4%,57.4%,57.4%
Quarter from 04/2017,4/1/2017,7/1/2017,47.7%,50.5%,51.7%,52.7%,53.3%,55.3%,56.2%,56.8%,57.3%,57.7%,57.7%,57.7%,57.7%,57.7%,57.7%
Quarter from 07/2017,7/1/2017,10/1/2017,48.8%,53.2%,55.6%,56.5%,57.4%,58.8%,59.6%,60.1%,60.5%,60.8%,60.8%,60.8%,60.8%,60.8%,60.8%
Quarter from 10/2017,10/1/2017,1/1/2018,49.8%,56.5%,61.5%,64.1%,66.4%,70.2%,71.3%,72.1%,72.6%,73.0%,74.3%,75.1%,75.1%,75.1%,75.1%
Quarter from 01/2018,1/1/2018,4/1/2018,60.0%,63.8%,65.7%,66.7%,67.5%,68.9%,69.4%,69.8%,70.0%,70.2%,70.8%,70.8%,70.8%,70.8%,70.8%
