Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
02/2017,2/1/2017,3/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box","Lyft,Google,IBM,Box"
03/2017,3/1/2017,4/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM"
04/2017,4/1/2017,5/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM","Lyft,Google,IBM"
05/2017,5/1/2017,6/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay","Lyft,Google,IBM,eBay"
06/2017,6/1/2017,7/1/2017,Lyft,"Lyft,Google","Lyft,Google,eBay","Lyft,Google,eBay,IBM","Lyft,Google,eBay,IBM,ICF","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep","Lyft,Google,eBay,IBM,ICF,LightStep"
07/2017,7/1/2017,8/1/2017,Lyft,"Lyft,Google","Lyft,Google,Stripe","Lyft,Google,Stripe,IBM","Lyft,Google,Stripe,IBM,eBay","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs","Lyft,Google,Stripe,IBM,eBay,Turbine Labs"
08/2017,8/1/2017,9/1/2017,Lyft,"Lyft,Google","Lyft,Google,Turbine Labs","Lyft,Google,Turbine Labs,Red Hat","Lyft,Google,Turbine Labs,Red Hat,Microsoft","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe","Lyft,Google,Turbine Labs,Red Hat,Microsoft,Twilio,Facebook,Datawire.io,Spotify,Pivotal,eBay,Stripe"
09/2017,9/1/2017,10/1/2017,Lyft,"Lyft,Google","Lyft,Google,CNCF","Lyft,Google,CNCF,Datawire.io","Lyft,Google,CNCF,Datawire.io,Turbine Labs","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM","Lyft,Google,CNCF,Datawire.io,Turbine Labs,Apple,Stripe,Red Hat,eBay,Pivotal,IBM"
10/2017,10/1/2017,11/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,Turbine Labs","Lyft,Google,IBM,Turbine Labs,Apple","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely","Lyft,Google,IBM,Turbine Labs,Apple,Red Hat,Stripe,Datawire.io,CNCF,Spike Curtis,Facebook,eBay,Factotum,Namely"
11/2017,11/1/2017,12/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,Apple","Lyft,Google,IBM,Apple,Turbine Labs","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware","Lyft,Google,IBM,Apple,Turbine Labs,Stripe,Datawire.io,Red Hat,OpenStack Foundation,Microsoft,BeenVerified,Cloud Works,Facebook,Factotum,Dealer.com,Spike Curtis,eBay,VMware"
12/2017,12/1/2017,1/1/2018,Lyft,"Lyft,Google","Lyft,Google,Turbine Labs","Lyft,Google,Turbine Labs,Apple","Lyft,Google,Turbine Labs,Apple,Datawire.io","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera","Lyft,Google,Turbine Labs,Apple,Datawire.io,IBM,Red Hat,SoundCloud,Pivotal,Tigera"
01/2018,1/1/2018,2/1/2018,Lyft,"Lyft,Google","Lyft,Google,Turbine Labs","Lyft,Google,Turbine Labs,Apple","Lyft,Google,Turbine Labs,Apple,Datawire.io","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE","Lyft,Google,Turbine Labs,Apple,Datawire.io,Tigera,OpenStack Foundation,ZTE,IBM,Netflix,PayPal,Microsoft,SalesForce,HPE"
