Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
v1.5.0 - v1.6.0,1/23/2017,4/14/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Prometheus Consulting","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian,imgix"
v1.6.0 - v1.7.0,4/14/2017,6/7/2017,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Netapsys Grand,Debian"
v1.7.0 - v1.8.0,6/7/2017,10/6/2017,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,DigitalOcean,Prometheus Consulting,IPB,Netapsys Grand,Debian,Weaveworks"
v1.8.0 - v2.0.0,10/6/2017,11/8/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Red Hat","SoundCloud,Robust Perception,Red Hat,IPB","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,Prometheus Consulting,DigitalOcean,Weaveworks,Netapsys Grand,Debian"
v2.0.0 - v2.1.0,11/8/2017,1/19/2018,Robust Perception,"Robust Perception,SoundCloud","Robust Perception,SoundCloud,IPB","Robust Perception,SoundCloud,IPB,DigitalOcean","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","Robust Perception,SoundCloud,IPB,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian"
v2.1.0 - v2.2.0,1/19/2018,3/8/2018,IPB,"IPB,Robust Perception","IPB,Robust Perception,Red Hat","IPB,Robust Perception,Red Hat,SoundCloud","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian","IPB,Robust Perception,Red Hat,SoundCloud,DigitalOcean,Prometheus Consulting,Netapsys Grand,Weaveworks,Debian"
v2.2.0 - now,3/8/2018,4/13/2018,Robust Perception,"Robust Perception,IPB","Robust Perception,IPB,DigitalOcean","Robust Perception,IPB,DigitalOcean,SoundCloud","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Weaveworks,Debian"
03/2014,3/1/2014,4/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
04/2014,4/1/2014,5/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
05/2014,5/1/2014,6/1/2014,SoundCloud,"SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix"
06/2014,6/1/2014,7/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
07/2014,7/1/2014,8/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
08/2014,8/1/2014,9/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
09/2014,9/1/2014,10/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
10/2014,10/1/2014,11/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
11/2014,11/1/2014,12/1/2014,,,,,,,,,,,,,,,
12/2014,12/1/2014,1/1/2015,SoundCloud,"SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix"
