Release,Date from,Date to,Top 1 contributors contributions as percent of all,Top 2 contributors contributions as percent of all,Top 3 contributors contributions as percent of all,Top 4 contributors contributions as percent of all,Top 5 contributors contributions as percent of all,Top 10 contributors contributions as percent of all,Top 15 contributors contributions as percent of all,Top 20 contributors contributions as percent of all,Top 25 contributors contributions as percent of all,Top 30 contributors contributions as percent of all,Top 50 contributors contributions as percent of all,Top 100 contributors contributions as percent of all,Top 200 contributors contributions as percent of all,Top 500 contributors contributions as percent of all,Top 1000 contributors contributions as percent of all
11/2014,11/1/2014,12/1/2014,66.7%,76.2%,83.3%,90.5%,95.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2014,12/1/2014,1/1/2015,85.7%,92.9%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2015,1/1/2015,2/1/2015,81.2%,87.5%,93.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2015,2/1/2015,3/1/2015,40.0%,72.0%,84.0%,88.0%,92.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2015,3/1/2015,4/1/2015,45.8%,70.8%,79.2%,87.5%,91.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2015,4/1/2015,5/1/2015,42.9%,57.1%,71.4%,85.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2015,5/1/2015,6/1/2015,75.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2015,6/1/2015,7/1/2015,91.3%,97.1%,98.1%,99.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2015,7/1/2015,8/1/2015,60.0%,70.0%,80.0%,85.0%,90.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2015,8/1/2015,9/1/2015,72.8%,81.5%,84.1%,86.8%,88.7%,95.4%,98.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2015,9/1/2015,10/1/2015,57.2%,73.9%,80.4%,83.3%,86.2%,92.0%,95.7%,99.3%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2015,10/1/2015,11/1/2015,36.0%,59.0%,77.5%,87.4%,89.2%,94.6%,98.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2015,11/1/2015,12/1/2015,27.3%,50.3%,70.3%,81.8%,86.1%,93.6%,96.7%,98.2%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2015,12/1/2015,1/1/2016,30.5%,50.6%,62.6%,73.6%,82.2%,96.3%,98.3%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2016,1/1/2016,2/1/2016,27.8%,41.1%,53.6%,65.9%,77.5%,94.0%,96.5%,97.7%,98.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2016,2/1/2016,3/1/2016,22.6%,38.3%,52.6%,64.0%,74.1%,96.1%,97.7%,98.8%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2016,3/1/2016,4/1/2016,21.5%,40.7%,57.1%,70.5%,81.8%,93.5%,96.7%,98.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2016,4/1/2016,5/1/2016,31.8%,51.0%,65.5%,76.4%,87.1%,94.0%,96.7%,98.1%,99.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2016,5/1/2016,6/1/2016,24.2%,45.3%,64.4%,73.8%,82.9%,90.0%,92.9%,94.9%,96.3%,97.7%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2016,6/1/2016,7/1/2016,21.4%,38.8%,55.2%,64.1%,72.6%,85.8%,90.0%,92.9%,94.7%,96.4%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2016,7/1/2016,8/1/2016,38.0%,47.3%,55.8%,64.3%,71.7%,90.9%,94.3%,95.8%,97.2%,98.6%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2016,8/1/2016,9/1/2016,41.0%,58.4%,71.9%,78.1%,83.5%,94.6%,96.4%,97.6%,98.2%,98.9%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2016,9/1/2016,10/1/2016,30.2%,51.9%,69.1%,76.8%,83.0%,89.5%,92.3%,94.8%,96.0%,97.3%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2016,10/1/2016,11/1/2016,37.7%,60.9%,71.1%,76.0%,79.8%,91.2%,94.5%,96.7%,97.8%,98.8%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2016,11/1/2016,12/1/2016,31.4%,48.3%,61.2%,73.5%,79.2%,90.7%,94.6%,96.4%,97.7%,99.0%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2016,12/1/2016,1/1/2017,47.6%,60.8%,69.7%,77.6%,82.6%,90.0%,92.6%,94.2%,95.5%,96.8%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2017,1/1/2017,2/1/2017,41.0%,52.8%,64.3%,70.8%,76.4%,89.4%,92.9%,95.3%,96.9%,98.4%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2017,2/1/2017,3/1/2017,23.2%,39.6%,55.3%,70.6%,77.8%,88.7%,93.2%,95.6%,97.3%,99.0%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2017,3/1/2017,4/1/2017,28.3%,45.2%,60.3%,70.8%,76.1%,92.1%,94.2%,95.6%,97.1%,98.5%,100.0%,100.0%,100.0%,100.0%,100.0%
04/2017,4/1/2017,5/1/2017,43.3%,62.2%,75.6%,79.6%,82.3%,88.7%,92.1%,94.2%,95.7%,97.3%,100.0%,100.0%,100.0%,100.0%,100.0%
05/2017,5/1/2017,6/1/2017,31.2%,44.8%,56.4%,66.5%,71.8%,85.2%,90.5%,93.8%,96.1%,97.6%,100.0%,100.0%,100.0%,100.0%,100.0%
06/2017,6/1/2017,7/1/2017,30.5%,52.4%,66.6%,77.2%,84.9%,92.0%,95.0%,96.4%,97.9%,99.4%,100.0%,100.0%,100.0%,100.0%,100.0%
07/2017,7/1/2017,8/1/2017,48.7%,60.6%,67.7%,74.5%,79.7%,89.7%,93.2%,95.5%,97.1%,98.7%,100.0%,100.0%,100.0%,100.0%,100.0%
08/2017,8/1/2017,9/1/2017,44.3%,59.3%,70.5%,78.6%,83.0%,91.9%,93.6%,94.9%,96.2%,97.5%,100.0%,100.0%,100.0%,100.0%,100.0%
09/2017,9/1/2017,10/1/2017,34.3%,59.5%,73.7%,80.3%,85.4%,89.8%,92.7%,94.5%,96.4%,98.2%,100.0%,100.0%,100.0%,100.0%,100.0%
10/2017,10/1/2017,11/1/2017,40.2%,57.8%,71.7%,78.3%,84.1%,91.0%,93.6%,95.1%,96.5%,98.0%,100.0%,100.0%,100.0%,100.0%,100.0%
11/2017,11/1/2017,12/1/2017,26.7%,52.7%,62.1%,67.5%,72.0%,81.9%,86.0%,90.1%,93.0%,95.1%,100.0%,100.0%,100.0%,100.0%,100.0%
12/2017,12/1/2017,1/1/2018,35.2%,46.9%,55.6%,63.0%,69.1%,80.2%,86.4%,89.5%,92.6%,95.7%,100.0%,100.0%,100.0%,100.0%,100.0%
01/2018,1/1/2018,2/1/2018,40.3%,66.7%,77.8%,82.4%,83.8%,88.4%,92.1%,94.4%,96.8%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%
02/2018,2/1/2018,3/1/2018,40.7%,57.9%,74.7%,86.5%,87.9%,91.9%,94.6%,96.3%,98.0%,99.7%,100.0%,100.0%,100.0%,100.0%,100.0%
03/2018,3/1/2018,4/1/2018,38.3%,58.1%,75.4%,83.4%,89.0%,92.4%,94.0%,95.3%,96.4%,97.1%,99.7%,100.0%,100.0%,100.0%,100.0%
04/2018,4/1/2018,5/1/2018,32.1%,58.7%,69.7%,78.0%,84.4%,94.5%,99.1%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
