Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
07/2017,7/1/2017,8/1/2017,Lyft,"Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google"
08/2017,8/1/2017,9/1/2017,Lyft,"Lyft,Google","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io"
09/2017,9/1/2017,10/1/2017,Lyft,"Lyft,Google","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF"
10/2017,10/1/2017,11/1/2017,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,Datawire.io","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF","Lyft,Google,IBM,Datawire.io,CNCF"
11/2017,11/1/2017,12/1/2017,Lyft,"Lyft,Google","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io,IBM","Lyft,Google,Datawire.io,IBM,Apple","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs","Lyft,Google,Datawire.io,IBM,Apple,Turbine Labs"
12/2017,12/1/2017,1/1/2018,Lyft,"Lyft,Google","Lyft,Google,Apple","Lyft,Google,Apple,Datawire.io","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs","Lyft,Google,Apple,Datawire.io,Turbine Labs"
01/2018,1/1/2018,2/1/2018,Lyft,"Lyft,Google","Lyft,Google,Turbine Labs","Lyft,Google,Turbine Labs,Datawire.io","Lyft,Google,Turbine Labs,Datawire.io,Apple","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM","Lyft,Google,Turbine Labs,Datawire.io,Apple,IBM"
02/2018,2/1/2018,3/1/2018,Lyft,"Lyft,Google","Lyft,Google,SalesForce","Lyft,Google,SalesForce,Apple","Lyft,Google,SalesForce,Apple,IBM","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io","Lyft,Google,SalesForce,Apple,IBM,Datawire.io"
03/2018,3/1/2018,4/1/2018,Lyft,"Lyft,Google","Lyft,Google,SalesForce","Lyft,Google,SalesForce,Apple","Lyft,Google,SalesForce,Apple,Turbine Labs","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io"
04/2018,4/1/2018,5/1/2018,Lyft,"Lyft,Google","Lyft,Google,SalesForce","Lyft,Google,SalesForce,Apple","Lyft,Google,SalesForce,Apple,Datawire.io","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF","Lyft,Google,SalesForce,Apple,Datawire.io,CNCF"
Quarter from 07/2016,7/1/2016,10/1/2016,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft
Quarter from 10/2016,10/1/2016,1/1/2017,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft
Quarter from 01/2017,1/1/2017,4/1/2017,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft,Lyft
Quarter from 04/2017,4/1/2017,7/1/2017,Lyft,"Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google","Lyft,Google"
Quarter from 07/2017,7/1/2017,10/1/2017,Lyft,"Lyft,Google","Lyft,Google,Datawire.io","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF","Lyft,Google,Datawire.io,CNCF"
Quarter from 10/2017,10/1/2017,1/1/2018,Lyft,"Lyft,Google","Lyft,Google,IBM","Lyft,Google,IBM,Datawire.io","Lyft,Google,IBM,Datawire.io,Apple","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF","Lyft,Google,IBM,Datawire.io,Apple,Turbine Labs,CNCF"
Quarter from 01/2018,1/1/2018,4/1/2018,Lyft,"Lyft,Google","Lyft,Google,SalesForce","Lyft,Google,SalesForce,Apple","Lyft,Google,SalesForce,Apple,Turbine Labs","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM","Lyft,Google,SalesForce,Apple,Turbine Labs,Datawire.io,IBM"
